2014年06月09日,30℃/24℃,北风≤3级/北风≤3级,多云/多云
2014年06月10日,28℃/22℃,北风≤3级/北风≤3级,阵雨/多云
2014年06月11日,30℃/21℃,北风≤3级/南风≤3级,多云/多云
2014年06月12日,33℃/21℃,南风≤3级/南风≤3级,晴/多云
2014年06月13日,35℃/23℃,南风≤3级/北风≤3级,晴/晴
2014年06月14日,33℃/23℃,北风≤3级/北风≤3级,晴/晴
2014年06月15日,34℃/24℃,北风≤3级/北风≤3级,晴/多云
2014年06月16日,27℃/21℃,北风≤3级/北风≤3级,阵雨/阵雨
2014年06月17日,28℃/22℃,南风≤3级/北风≤3级,阵雨/阵雨
2014年06月18日,25℃/23℃,北风≤3级/北风≤3级,阵雨/阵雨
2014年06月19日,27℃/23℃,北风≤3级/北风≤3级,中雨/中雨
2014年06月20日,26℃/23℃,北风≤3级/北风≤3级,大雨/小雨
2014年06月21日,27℃/21℃,北风≤3级/北风≤3级,阵雨/阴
2014年06月22日,27℃/22℃,北风≤3级/北风≤3级,阴/多云
2014年06月23日,24℃/22℃,北风≤3级/北风≤3级,阵雨/多云
2014年06月24日,27℃/22℃,北风≤3级/北风≤3级,阵雨/阵雨
2014年06月25日,28℃/24℃,南风≤3级/南风≤3级,阴/多云
2014年06月26日,32℃/26℃,南风≤3级/北风≤3级,阵雨/阵雨
2014年06月27日,27℃/22℃,南风≤3级/北风≤3级,阵雨/阵雨
2014年06月28日,29℃/22℃,北风≤3级/北风≤3级,多云/多云
2014年06月29日,31℃/23℃,北风≤3级/北风≤3级,多云/多云
2014年06月30日,31℃/24℃,北风≤3级/北风≤3级,多云/多云
2011年02月01日,10℃/0℃,北风微风/北风微风,多云/晴
2011年02月02日,13℃/2℃,南风微风/南风微风,晴/晴
2011年02月03日,16℃/4℃,南风微风/南风微风,晴/晴
2011年02月04日,18℃/5℃,南风微风/南风微风,晴/晴
2011年02月05日,19℃/8℃,南风微风/南风微风,多云/晴
2011年02月06日,21℃/9℃,南风微风/南风微风,晴/晴
2011年02月07日,21℃/11℃,南风微风/南风微风,晴/晴
2011年02月08日,24℃/11℃,南风微风/南风微风,晴/多云
2011年02月09日,16℃/4℃,南风微风/北风微风,阴/小雨
2011年02月10日,5℃/2℃,北风微风/北风微风,小雨/小雨
2011年02月11日,9℃/2℃,北风≤3级/北风≤3级,多云/多云
2011年02月12日,5℃/3℃,北风≤3级/北风≤3级,阴/小雨
2011年02月13日,6℃/-1℃,北风微风/北风微风,阴/多云
2011年02月14日,8℃/3℃,北风微风/北风微风,多云/多云
2011年02月15日,5℃/3℃,北风微风/北风微风,小雨/阴
2011年02月16日,5℃/3℃,北风微风/北风微风,阴/阴
2011年02月17日,8℃/4℃,北风微风/北风微风,阴/多云
2011年02月18日,8℃/5℃,北风微风/北风微风,阴/阴
2011年02月19日,8℃/4℃,北风≤3级/北风≤3级,阴/小雨
2011年02月20日,14℃/3℃,北风≤3级/北风≤3级,晴/多云
2011年02月21日,16℃/5℃,北风≤3级/北风≤3级,多云/多云
2011年02月22日,17℃/9℃,南风≤3级/南风≤3级,多云/阵雨
2011年02月23日,16℃/10℃,北风≤3级/北风≤3级,阴/多云
2011年02月24日,20℃/10℃,南风≤3级/南风≤3级,多云/多云
2011年02月25日,22℃/14℃,南风≤3级/南风≤3级,多云/多云
2011年02月26日,20℃/12℃,南风≤3级/南风≤3级,多云/多云
2011年02月27日,11℃/7℃,北风≤3级/北风≤3级,多云/阵雨
2011年02月28日,5℃/4℃,北风3-4级/北风3-4级,阴/小雨
2014年05月01日,28℃/16℃,南风≤3级/北风≤3级,晴/晴
2014年05月02日,30℃/16℃,北风≤3级/北风≤3级,晴/多云
2014年05月03日,27℃/16℃,北风≤3级/北风≤3级,多云/中雨
2014年05月04日,17℃/14℃,北风≤3级/北风≤3级,大雨/阴
2014年05月05日,22℃/14℃,北风≤3级/北风≤3级,多云/多云
2014年05月06日,25℃/15℃,北风≤3级/北风≤3级,多云/晴
2014年05月07日,27℃/18℃,北风≤3级/南风≤3级,多云/多云
2014年05月08日,27℃/17℃,南风≤3级/南风≤3级,阵雨/中雨
2014年05月09日,21℃/18℃,南风≤3级/南风≤3级,中雨/阵雨
2014年05月10日,22℃/17℃,南风≤3级/南风≤3级,大雨/小雨
2014年05月11日,23℃/16℃,北风≤3级/南风≤3级,多云/多云
2014年05月12日,26℃/18℃,南风≤3级/南风≤3级,多云/多云
2014年05月13日,29℃/20℃,南风≤3级/南风≤3级,阴/小雨
2014年05月14日,24℃/18℃,南风≤3级/南风≤3级,小雨/小雨
2014年05月15日,25℃/18℃,北风≤3级/南风≤3级,多云/多云
2014年05月16日,23℃/19℃,南风≤3级/北风≤3级,阵雨/阵雨
2014年05月17日,21℃/18℃,北风≤3级/北风≤3级,中雨/小雨
2014年05月18日,22℃/17℃,北风≤3级/北风≤3级,阵雨/阵雨
2014年05月19日,25℃/17℃,北风≤3级/北风≤3级,阵雨/多云
2014年05月20日,30℃/20℃,北风≤3级/南风≤3级,晴/多云
2014年05月21日,26℃/20℃,北风≤3级/北风≤3级,大雨/中雨
2014年05月22日,25℃/20℃,南风≤3级/南风≤3级,阵雨/多云
2014年05月23日,25℃/20℃,南风≤3级/南风≤3级,多云/多云
2014年05月24日,30℃/22℃,南风≤3级/南风3-4级,阵雨/中到大雨
2014年05月25日,25℃/21℃,北风≤3级/北风≤3级,阵雨/阵雨
2014年05月26日,26℃/20℃,北风≤3级/北风≤3级,阴/多云
2014年05月27日,30℃/20℃,北风≤3级/南风≤3级,多云/多云
2014年05月28日,30℃/24℃,南风≤3级/南风≤3级,多云/多云
2014年05月29日,29℃/24℃,南风≤3级/南风≤3级,阵雨/多云
2014年05月30日,30℃/24℃,南风≤3级/南风≤3级,阵雨/多云
2014年05月31日,30℃/23℃,南风≤3级/南风≤3级,阵雨/多云
2013年11月01日,18℃/14℃,北风≤3级/北风≤3级,阴/小雨
2013年11月02日,17℃/14℃,北风≤3级/北风≤3级,阴/阴
2013年11月03日,22℃/14℃,北风≤3级/北风≤3级,阴/阴
2013年11月04日,20℃/14℃,北风≤3级/北风≤3级,多云/多云
2013年11月05日,21℃/13℃,北风≤3级/北风≤3级,多云/晴
2013年11月06日,24℃/13℃,北风≤3级/北风≤3级,晴/晴
2013年11月07日,26℃/16℃,北风≤3级/北风≤3级,晴/晴
2013年11月08日,27℃/19℃,南风≤3级/北风≤3级,晴/多云
2013年11月09日,29℃/16℃,北风≤3级/北风3-4级,多云/小雨
2013年11月10日,16℃/12℃,北风≤3级/北风3-4级,小雨/小雨
2013年11月11日,12℃/10℃,北风≤3级/北风3-4级,小到中雨/中雨
2013年11月12日,11℃/8℃,北风≤3级/北风≤3级,中雨/小雨
2013年11月13日,11℃/9℃,北风≤3级/北风≤3级,多云/阴
2013年11月14日,15℃/9℃,北风≤3级/北风≤3级,阴/多云
2013年11月15日,19℃/9℃,北风≤3级/北风≤3级,多云/多云
2013年11月16日,20℃/8℃,北风≤3级/北风≤3级,多云/晴
2013年11月17日,22℃/8℃,北风≤3级/北风≤3级,晴/晴
2013年11月18日,23℃/9℃,北风≤3级/北风≤3级,晴/晴
2013年11月19日,21℃/8℃,北风≤3级/北风≤3级,晴/多云
2013年11月20日,20℃/9℃,北风≤3级/北风≤3级,多云/多云
2013年11月21日,21℃/12℃,北风≤3级/北风≤3级,晴/多云
2013年11月22日,22℃/12℃,北风≤3级/北风≤3级,多云/阴
2013年11月23日,17℃/8℃,北风≤3级/北风3-4级,阵雨/小到中雨
2013年11月24日,14℃/6℃,北风≤3级/北风≤3级,小雨/晴
2013年11月25日,15℃/7℃,北风≤3级/北风≤3级,多云/多云
2013年11月26日,15℃/7℃,北风≤3级/北风≤3级,多云/阴
2013年11月27日,12℃/4℃,北风≤3级/北风≤3级,阴/阴
2013年11月28日,13℃/3℃,北风≤3级/北风≤3级,多云/晴
2013年11月29日,15℃/4℃,北风≤3级/北风≤3级,晴/晴
2013年11月30日,17℃/7℃,北风≤3级/北风≤3级,多云/晴
2014年03月01日,7℃/5℃,北风≤3级/北风≤3级,小雨/小雨
2014年03月02日,8℃/6℃,北风≤3级/北风≤3级,小雨/小雨
2014年03月03日,7℃/6℃,北风≤3级/北风≤3级,小雨/小雨
2014年03月04日,10℃/6℃,北风≤3级/北风≤3级,小雨/多云
2014年03月05日,14℃/5℃,北风≤3级/北风≤3级,多云/小雨
2014年03月06日,9℃/6℃,北风≤3级/北风≤3级,小到中雨/小雨
2014年03月07日,8℃/6℃,北风≤3级/北风≤3级,小到中雨/小到中雨
2014年03月08日,9℃/6℃,北风≤3级/北风≤3级,小雨/雾
2014年03月09日,15℃/5℃,北风≤3级/南风≤3级,晴/多云
2014年03月10日,16℃/8℃,南风≤3级/北风≤3级,多云/多云
2014年03月11日,13℃/9℃,南风≤3级/南风≤3级,小雨/中雨
2014年03月12日,12℃/6℃,南风≤3级/北风≤3级,中雨/多云
2014年03月13日,16℃/7℃,北风≤3级/北风≤3级,晴/晴
2014年03月14日,15℃/10℃,北风≤3级/南风≤3级,多云/多云
2014年03月15日,14℃/9℃,南风≤3级/南风≤3级,多云/阵雨
2014年03月16日,23℃/11℃,南风≤3级/南风≤3级,多云/晴
2014年03月17日,27℃/16℃,南风≤3级/北风≤3级,晴/晴
2014年03月18日,26℃/18℃,北风≤3级/南风≤3级,多云/雷阵雨
2014年03月19日,18℃/9℃,北风≤3级/北风≤3级,阵雨/阵雨
2014年03月20日,13℃/6℃,北风3-4级/北风≤3级,阵雨/多云
2014年03月21日,18℃/8℃,北风≤3级/南风≤3级,多云/多云
2014年03月22日,18℃/10℃,南风≤3级/南风≤3级,多云/阵雨
2014年03月23日,16℃/10℃,南风≤3级/南风≤3级,小雨/小雨
2014年03月24日,17℃/13℃,南风≤3级/南风≤3级,阵雨/阵雨
2014年03月25日,21℃/15℃,南风≤3级/南风≤3级,阵雨/阵雨
2014年03月26日,25℃/17℃,南风≤3级/南风≤3级,多云/雷阵雨
2014年03月27日,24℃/16℃,南风≤3级/南风≤3级,雷阵雨/小雨
2014年03月28日,22℃/15℃,南风≤3级/南风≤3级,中雨/阵雨
2014年03月29日,27℃/17℃,北风≤3级/北风≤3级,多云/多云
2014年03月30日,18℃/15℃,北风≤3级/北风≤3级,小雨/阵雨
2014年03月31日,23℃/13℃,北风≤3级/南风≤3级,多云/多云
2013年10月01日,28℃/18℃,北风≤3级/北风≤3级,多云/多云
2013年10月02日,28℃/19℃,北风≤3级/北风≤3级,多云/多云
2013年10月03日,27℃/18℃,北风≤3级/北风≤3级,多云/多云
2013年10月04日,27℃/16℃,北风≤3级/北风≤3级,多云/晴
2013年10月05日,27℃/18℃,北风≤3级/北风≤3级,多云/多云
2013年10月06日,27℃/19℃,北风≤3级/北风≤3级,多云/晴
2013年10月07日,26℃/19℃,北风≤3级/北风≤3级,多云/多云
2013年10月08日,27℃/20℃,北风3-4级/北风3-4级,多云/多云
2013年10月09日,28℃/19℃,北风≤3级/北风≤3级,多云/晴
2013年10月10日,32℃/18℃,北风≤3级/北风≤3级,晴/晴
2013年10月11日,33℃/18℃,北风≤3级/北风≤3级,晴/晴
2013年10月12日,32℃/19℃,北风≤3级/北风≤3级,晴/晴
2013年10月13日,33℃/20℃,北风≤3级/北风≤3级,晴/晴
2013年10月14日,31℃/15℃,北风≤3级/北风3-4级,多云/多云
2013年10月15日,21℃/13℃,北风4-5级/北风3-4级,多云/阴
2013年10月16日,19℃/15℃,北风3-4级/北风≤3级,阴/阴
2013年10月17日,13℃/11℃,北风≤3级/北风≤3级,阴/阵雨
2013年10月18日,16℃/12℃,北风≤3级/北风≤3级,阴/小雨
2013年10月19日,20℃/14℃,北风≤3级/北风≤3级,阴/阴
2013年10月20日,24℃/14℃,北风≤3级/北风≤3级,多云/阵雨
2013年10月21日,21℃/15℃,北风≤3级/北风≤3级,多云/小雨
2013年10月22日,23℃/14℃,北风≤3级/北风≤3级,多云/多云
2013年10月23日,26℃/13℃,北风≤3级/北风≤3级,晴/晴
2013年10月24日,26℃/16℃,北风≤3级/北风≤3级,晴/晴
2013年10月25日,25℃/11℃,北风≤3级/北风≤3级,晴/晴
2013年10月26日,23℃/10℃,北风≤3级/北风≤3级,晴/晴
2013年10月27日,24℃/11℃,北风≤3级/南风≤3级,晴/多云
2013年10月28日,24℃/16℃,南风≤3级/北风≤3级,多云/多云
2013年10月29日,21℃/15℃,北风≤3级/南风≤3级,阴/阴
2013年10月30日,18℃/14℃,北风≤3级/北风≤3级,小雨/阴
2013年10月31日,17℃/15℃,北风≤3级/北风≤3级,小雨/阴
2013年12月01日,18℃/6℃,北风≤3级/北风≤3级,晴/晴
2013年12月02日,21℃/5℃,北风≤3级/北风≤3级,晴/晴
2013年12月03日,21℃/7℃,北风≤3级/北风≤3级,晴/晴
2013年12月04日,19℃/7℃,北风≤3级/北风≤3级,晴/晴
2013年12月05日,18℃/6℃,北风≤3级/北风≤3级,晴/多云
2013年12月06日,17℃/7℃,北风≤3级/北风≤3级,多云/晴
2013年12月07日,19℃/5℃,北风≤3级/北风≤3级,晴/晴
2013年12月08日,19℃/7℃,北风≤3级/北风≤3级,多云/阴
2013年12月09日,13℃/3℃,北风≤3级/北风≤3级,阴/雾
2013年12月10日,13℃/6℃,北风≤3级/北风≤3级,晴/阴
2013年12月11日,11℃/6℃,北风≤3级/北风≤3级,阴/阵雨
2013年12月12日,11℃/5℃,北风≤3级/北风≤3级,阵雨/小雨
2013年12月13日,11℃/6℃,北风≤3级/北风≤3级,多云/阵雨
2013年12月14日,10℃/6℃,北风≤3级/北风≤3级,阴/小到中雨
2013年12月15日,8℃/5℃,北风≤3级/北风≤3级,中雨/小到中雨
2013年12月16日,6℃/4℃,北风≤3级/北风≤3级,小到中雨/小雨
2013年12月17日,9℃/1℃,北风≤3级/北风≤3级,小雨/多云
2013年12月18日,9℃/3℃,北风≤3级/北风≤3级,多云/多云
2013年12月19日,11℃/1℃,北风≤3级/北风≤3级,晴/晴
2013年12月20日,10℃/-1℃,北风≤3级/北风≤3级,晴/晴
2013年12月21日,10℃/0℃,北风≤3级/北风≤3级,晴/晴
2013年12月22日,10℃/0℃,北风≤3级/北风≤3级,晴/晴
2013年12月23日,10℃/2℃,北风≤3级/北风≤3级,晴/晴
2013年12月24日,10℃/2℃,北风≤3级/北风≤3级,晴/晴
2013年12月25日,12℃/2℃,北风≤3级/北风≤3级,晴/晴
2013年12月26日,10℃/1℃,北风≤3级/北风3-4级,多云/多云
2013年12月27日,9℃/-1℃,北风≤3级/北风≤3级,多云/晴
2013年12月28日,9℃/0℃,北风≤3级/北风≤3级,晴/多云
2013年12月29日,10℃/0℃,北风≤3级/北风≤3级,晴/晴
2013年12月30日,13℃/3℃,北风≤3级/北风≤3级,晴/晴
2013年12月31日,16℃/2℃,北风≤3级/北风≤3级,晴/晴
2013年06月01日,27℃/21℃,北风≤3级/北风≤3级,大雨/中到大雨
2013年06月02日,24℃/18℃,北风≤3级/南风≤3级,小雨/多云
2013年06月03日,30℃/21℃,北风≤3级/南风≤3级,多云/晴
2013年06月04日,33℃/22℃,南风≤3级/南风≤3级,晴/多云
2013年06月05日,30℃/24℃,南风≤3级/南风≤3级,多云/阴
2013年06月06日,30℃/24℃,南风≤3级/南风≤3级,阵雨/雷阵雨
2013年06月07日,27℃/20℃,南风≤3级/北风≤3级,中雨/中到大雨
2013年06月08日,29℃/21℃,北风≤3级/北风≤3级,多云/多云
2013年06月09日,28℃/20℃,北风≤3级/北风≤3级,多云/小雨
2013年06月10日,21℃/18℃,北风≤3级/北风≤3级,小雨/阴
2013年06月11日,28℃/18℃,北风≤3级/北风≤3级,晴/晴
2013年06月12日,29℃/16℃,北风≤3级/南风≤3级,晴/晴
2013年06月13日,31℃/19℃,南风≤3级/南风≤3级,晴/晴
2013年06月14日,33℃/20℃,南风≤3级/南风≤3级,晴/晴
2013年06月15日,33℃/23℃,南风≤3级/南风≤3级,晴/多云
2013年06月16日,36℃/25℃,南风≤3级/南风≤3级,晴/晴
2013年06月17日,35℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年06月18日,36℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年06月19日,36℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年06月20日,37℃/27℃,南风≤3级/南风≤3级,晴/多云
2013年06月21日,36℃/26℃,南风≤3级/南风≤3级,多云/多云
2013年06月22日,35℃/26℃,南风≤3级/北风≤3级,阵雨/阵雨
2013年06月23日,34℃/25℃,南风≤3级/南风≤3级,中雨/多云
2013年06月24日,34℃/25℃,南风≤3级/南风≤3级,阵雨/阵雨
2013年06月25日,33℃/25℃,南风≤3级/南风≤3级,阵雨/阵雨
2013年06月26日,29℃/24℃,南风≤3级/南风≤3级,中雨/阵雨
2013年06月27日,28℃/23℃,南风≤3级/北风≤3级,大雨/小到中雨
2013年06月28日,26℃/22℃,北风≤3级/北风≤3级,大到暴雨/阵雨
2013年06月29日,32℃/24℃,北风≤3级/南风≤3级,阵雨/多云
2013年06月30日,34℃/26℃,南风≤3级/南风≤3级,多云/晴
2013年07月01日,36℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月02日,35℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年07月03日,35℃/26℃,南风≤3级/南风≤3级,多云/晴
2013年07月04日,35℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月05日,36℃/27℃,南风≤3级/南风≤3级,晴/多云
2013年07月06日,35℃/27℃,南风≤3级/南风≤3级,多云/多云
2013年07月07日,35℃/27℃,南风≤3级/南风≤3级,多云/多云
2013年07月08日,35℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月09日,35℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年07月10日,34℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月11日,35℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年07月12日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月13日,37℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年07月14日,35℃/26℃,东风≤3级/东风≤3级,阵雨/阵雨
2013年07月15日,35℃/27℃,东风≤3级/南风≤3级,多云/晴
2013年07月16日,35℃/27℃,南风≤3级/南风≤3级,多云/多云
2013年07月17日,36℃/27℃,南风≤3级/南风≤3级,多云/多云
2013年07月18日,35℃/26℃,南风≤3级/南风≤3级,多云/多云
2013年07月19日,36℃/26℃,南风≤3级/南风≤3级,多云/多云
2013年07月20日,36℃/27℃,南风≤3级/南风≤3级,多云/多云
2013年07月21日,36℃/27℃,南风≤3级/南风≤3级,多云/多云
2013年07月22日,36℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月23日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月24日,38℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月25日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月26日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月27日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月28日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月29日,38℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月30日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年07月31日,39℃/28℃,南风≤3级/南风≤3级,晴/晴
2014年02月01日,27℃/14℃,南风≤3级/南风≤3级,晴/晴
2014年02月02日,26℃/13℃,南风≤3级/南风≤3级,晴/晴
2014年02月03日,24℃/7℃,南风≤3级/北风4-5级,晴/阴
2014年02月04日,7℃/4℃,北风3-4级/北风3-4级,小雨/小雨
2014年02月05日,6℃/2℃,北风3-4级/北风≤3级,小雨/小雨
2014年02月06日,2℃/-1℃,北风≤3级/北风≤3级,小雨/小雨
2014年02月07日,1℃/0℃,北风≤3级/北风≤3级,小雨/阴
2014年02月08日,2℃/-3℃,北风≤3级/北风≤3级,小雨/雨夹雪
2014年02月09日,0℃/-2℃,北风≤3级/北风3-4级,小雪/小雪
2014年02月10日,0℃/-3℃,北风≤3级/北风≤3级,小雪/阴
2014年02月11日,0℃/-2℃,北风≤3级/北风≤3级,阴/阴
2014年02月12日,-1℃/-1℃,北风≤3级/北风≤3级,小雪/小雪
2014年02月13日,6℃/-2℃,北风≤3级/北风≤3级,多云/多云
2014年02月14日,7℃/2℃,北风≤3级/北风≤3级,多云/多云
2014年02月15日,5℃/3℃,北风≤3级/北风≤3级,阴/小雨
2014年02月16日,5℃/2℃,北风≤3级/北风≤3级,小雨/小雨
2014年02月17日,3℃/-1℃,北风≤3级/北风3-4级,小雨/雨夹雪
2014年02月18日,0℃/-2℃,北风≤3级/北风≤3级,大到暴雪/阴
2014年02月19日,6℃/-1℃,北风≤3级/北风≤3级,多云/多云
2014年02月20日,12℃/3℃,北风≤3级/北风≤3级,晴/晴
2014年02月21日,10℃/3℃,北风≤3级/北风≤3级,多云/多云
2014年02月22日,13℃/8℃,北风≤3级/北风≤3级,多云/多云
2014年02月23日,12℃/8℃,北风≤3级/北风≤3级,阴/小雨
2014年02月24日,10℃/7℃,北风≤3级/北风≤3级,小到中雨/小到中雨
2014年02月25日,9℃/6℃,北风≤3级/北风≤3级,小雨/阴
2014年02月26日,14℃/8℃,北风≤3级/北风≤3级,多云/多云
2014年02月27日,12℃/8℃,北风≤3级/北风≤3级,多云/小到中雨
2014年02月28日,10℃/6℃,北风≤3级/北风≤3级,小到中雨/小雨
2013年08月01日,38℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年08月02日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年08月03日,37℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年08月04日,38℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年08月05日,39℃/28℃,南风≤3级/南风≤3级,晴/晴
2013年08月06日,39℃/28℃,南风≤3级/南风≤3级,晴/晴
2013年08月07日,38℃/28℃,南风≤3级/南风≤3级,晴/晴
2013年08月08日,39℃/28℃,南风≤3级/南风≤3级,晴/晴
2013年08月09日,39℃/28℃,南风≤3级/南风≤3级,晴/晴
2013年08月10日,40℃/28℃,南风≤3级/南风≤3级,晴/晴
2013年08月11日,39℃/28℃,南风≤3级/南风≤3级,晴/晴
2013年08月12日,39℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年08月13日,39℃/27℃,南风≤3级/南风≤3级,晴/晴
2013年08月14日,36℃/27℃,南风≤3级/南风≤3级,阵雨/多云
2013年08月15日,36℃/26℃,南风≤3级/东风≤3级,多云/多云
2013年08月16日,32℃/25℃,东风≤3级/南风≤3级,阵雨/阵雨
2013年08月17日,34℃/25℃,南风≤3级/东风≤3级,阵雨/阴
2013年08月18日,34℃/25℃,东风≤3级/东风≤3级,多云/多云
2013年08月19日,33℃/25℃,东风≤3级/东风≤3级,多云/阴
2013年08月20日,33℃/24℃,东风≤3级/北风≤3级,多云/多云
2013年08月21日,32℃/25℃,北风≤3级/北风≤3级,多云/多云
2013年08月22日,34℃/24℃,北风≤3级/东北风3-4级,多云/暴雨
2013年08月23日,26℃/24℃,东北风4-5级/东北风4-5级,大雨/小雨
2013年08月24日,30℃/25℃,东南风≤3级/东南风≤3级,阵雨/多云
2013年08月25日,33℃/26℃,东南风≤3级/南风≤3级,多云/多云
2013年08月26日,34℃/25℃,南风≤3级/南风≤3级,多云/晴
2013年08月27日,36℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年08月28日,37℃/26℃,南风≤3级/南风≤3级,晴/晴
2013年08月29日,35℃/24℃,南风≤3级/南风≤3级,多云/阵雨
2013年08月30日,30℃/24℃,南风≤3级/北风≤3级,阴/多云
2013年08月31日,34℃/24℃,北风≤3级/北风≤3级,多云/多云
2013年09月01日,29℃/22℃,北风≤3级/北风≤3级,多云/多云
2013年09月02日,30℃/21℃,北风≤3级/北风≤3级,多云/小雨
2013年09月03日,19℃/17℃,北风≤3级/北风≤3级,小到中雨/小到中雨
2013年09月04日,21℃/18℃,北风≤3级/北风≤3级,小到中雨/小到中雨
2013年09月05日,19℃/17℃,北风≤3级/北风≤3级,小雨/阵雨
2013年09月06日,21℃/18℃,北风≤3级/北风≤3级,阵雨/阴
2013年09月07日,26℃/19℃,南风≤3级/南风≤3级,多云/阴
2013年09月08日,30℃/22℃,南风≤3级/南风≤3级,多云/多云
2013年09月09日,33℃/22℃,南风≤3级/南风≤3级,多云/多云
2013年09月10日,31℃/23℃,南风≤3级/北风≤3级,多云/多云
2013年09月11日,30℃/22℃,北风≤3级/北风≤3级,多云/阴
2013年09月12日,27℃/21℃,北风≤3级/北风≤3级,阴/多云
2013年09月13日,31℃/23℃,北风≤3级/北风≤3级,阴/多云
2013年09月14日,34℃/23℃,北风≤3级/南风≤3级,多云/晴
2013年09月15日,35℃/23℃,南风≤3级/南风≤3级,晴/晴
2013年09月16日,35℃/23℃,南风≤3级/南风≤3级,晴/晴
2013年09月17日,35℃/24℃,南风≤3级/南风≤3级,晴/晴
